name,link,sal_min,sal_max,sal_cur,sal_term,site
Senior DevOps Engineer,https://hh.ru/vacancy/39034524,,,,,https://hh.ru
Разработчик Go (Security),https://hh.ru/vacancy/39040189,,,,,https://hh.ru
Стажер DS,https://hh.ru/vacancy/39030035,,,,,https://hh.ru
Senior Full-Stack QA Engineer,https://hh.ru/vacancy/36322935,,,,,https://hh.ru
Разработчик C++ (команда беспилотника),https://hh.ru/vacancy/39048099,,,,,https://hh.ru
Старший эксперт по безопасности программного обеспечения BigData,https://hh.ru/vacancy/38468146,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/39029314,,,,,https://hh.ru
Инженер по нагрузочному тестированию/Load testing,https://hh.ru/vacancy/39037381,,,,,https://hh.ru
Ведущий разработчик Python,https://hh.ru/vacancy/39003035,,,,,https://hh.ru
Бизнес-аналитик (BI) управления цифровых продаж,https://hh.ru/vacancy/34333060,,,,,https://hh.ru
Data Engineer (Price&assortment analytics),https://hh.ru/vacancy/39048752,,,,,https://hh.ru
Fullstack developer (ReactJS+Java),https://hh.ru/vacancy/38088654,,,,,https://hh.ru
Продуктовый аналитик в Юлу,https://hh.ru/vacancy/37083980,,,,,https://hh.ru
Бизнес - аналитик BI,https://hh.ru/vacancy/37510377,,,,,https://hh.ru
Стажер (Группа оказания услуг организациям финансового сектора),https://hh.ru/vacancy/38446756,,,,,https://hh.ru
DevOps специалист,https://hh.ru/vacancy/32769902,,,,,https://hh.ru
Разработчик ETL,https://hh.ru/vacancy/38438850,,,,,https://hh.ru
Разработчик Linux,https://hh.ru/vacancy/39020686,,,,,https://hh.ru
Программист прикладного ПО встраиваемых систем,https://hh.ru/vacancy/38221164,,,,,https://hh.ru
"Преподаватель курса ""Разработчик Чат-ботов""",https://hh.ru/vacancy/37058935,,,,,https://hh.ru
Junior RPA разработчик \ Junior .net разработчик,https://hh.ru/vacancy/39034474,,,,,https://hh.ru
Дата-инженер (IT),https://hh.ru/vacancy/39049529,,,,,https://hh.ru
Backend Python Developer (MTS AI),https://hh.ru/vacancy/36550269,,,,,https://hh.ru
Исследователь больших данных,https://hh.ru/vacancy/39043819,,,,,https://hh.ru
Младший аналитик (Отчетность и дашборды для роботов),https://hh.ru/vacancy/38404248,,,,,https://hh.ru
Data Engineer,https://hh.ru/vacancy/39015332,,,,,https://hh.ru
Middle QA Engineer,https://hh.ru/vacancy/39039239,,,,,https://hh.ru
Data Scientist (Montenegro),https://hh.ru/vacancy/39037120,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/39017828,,250000,руб.,месяц,https://hh.ru
"Big Data Engineer, г. Сочи",https://hh.ru/vacancy/38441128,110000,,руб.,месяц,https://hh.ru
Разработчик ПО,https://hh.ru/vacancy/37923925,,,,,https://hh.ru
"Главный специалист направления операционной отчетности (Аналитик SQL, Data Scientist)",https://hh.ru/vacancy/37903328,,,,,https://hh.ru
Младший аналитик данных (junior data scientist),https://hh.ru/vacancy/39016271,,40000,руб.,месяц,https://hh.ru
Инженер по тестированию Поиска Mail.Ru,https://hh.ru/vacancy/39020129,,,,,https://hh.ru
Инженер-тестировщик FPGA/ПЛИС (ПКД),https://hh.ru/vacancy/38214333,,,,,https://hh.ru
PHP-разработчик,https://hh.ru/vacancy/39008498,90000,100000,руб.,месяц,https://hh.ru
Главный специалист Отдела системной архитектуры,https://hh.ru/vacancy/38457297,,,,,https://hh.ru
Преподаватель Python в кружок программирования,https://hh.ru/vacancy/38990815,,,,,https://hh.ru
Старший/Ведущий инженер по тестированию,https://hh.ru/vacancy/36719751,,,,,https://hh.ru
Инженер - тестировщик оборудования связи,https://hh.ru/vacancy/37795406,,,,,https://hh.ru
Data Scientist,https://hh.ru/vacancy/39020025,,,,,https://hh.ru
"Программист-разработчик (STM32, C/C++)",https://hh.ru/vacancy/38686760,40000,100000,руб.,месяц,https://hh.ru
Web аналитик / Power BI аналитик,https://hh.ru/vacancy/36050568,100000,150000,руб.,месяц,https://hh.ru
Инженер поддержки прикладных систем (SQL),https://hh.ru/vacancy/39041392,,,,,https://hh.ru
BI/Frontend разработчик,https://hh.ru/vacancy/39024736,,,,,https://hh.ru
Team lead BI,https://hh.ru/vacancy/39040757,,,,,https://hh.ru
Стажер-разработчик Java в Яндекс.Маркет,https://hh.ru/vacancy/36168011,,,,,https://hh.ru
Аналитик в разработку отчетности,https://hh.ru/vacancy/38402536,,,,,https://hh.ru
Разработчик компьютерного зрения (специалист по нейросетевым моделям),https://hh.ru/vacancy/38455769,,,,,https://hh.ru
Аналитик,https://hh.ru/vacancy/38901734,,,,,https://hh.ru
Бизнес-аналитик (YouDrive),https://hh.ru/vacancy/37935528,,,,,https://hh.ru
Platform Engineer (golang),https://hh.ru/vacancy/39026943,,,,,https://hh.ru
Руководитель профессии Data Science,https://hh.ru/vacancy/39026992,,,,,https://hh.ru
WEB разработчик,https://hh.ru/vacancy/39020375,110000,110000,руб.,месяц,https://hh.ru
Data scientist (Центр развития платформы Sber.DS),https://hh.ru/vacancy/39008902,,,,,https://hh.ru
Junior Product Analyst,https://hh.ru/vacancy/38436520,,,,,https://hh.ru
Инженер-разработчик,https://hh.ru/vacancy/38221389,,,,,https://hh.ru
Инженер технических решений фиксированной связи,https://hh.ru/vacancy/39049340,,,,,https://hh.ru
DevOps (центр AI),https://hh.ru/vacancy/38595943,,,,,https://hh.ru
Разработчик алгоритмов навигации летательных аппаратов,https://hh.ru/vacancy/39035328,40000,,руб.,месяц,https://hh.ru
Senior Data Engineer,https://hh.ru/vacancy/39006709,,,,,https://hh.ru
"Аналитик данных (на продукт ""Прогнозирование спроса"")",https://hh.ru/vacancy/38900184,,,,,https://hh.ru
Бизнес-аналитик в Чаты,https://hh.ru/vacancy/39033995,,,,,https://hh.ru
Lead Computer Vision Data Scientist,https://hh.ru/vacancy/38387169,,,,,https://hh.ru
Инженер по тестированию умных устройств,https://hh.ru/vacancy/39029017,,,,,https://hh.ru
Ведущий инженер-программист (С++),https://hh.ru/vacancy/38026502,,,,,https://hh.ru
Главный инженер (NGFW),https://hh.ru/vacancy/39047744,,,,,https://hh.ru
Эксперт по развитию ИТ систем,https://hh.ru/vacancy/39049386,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/39026432,,,,,https://hh.ru
QA engineer (ДБО ЮЛ),https://hh.ru/vacancy/37335130,,,,,https://hh.ru
Game Analyst,https://hh.ru/vacancy/37821528,,,,,https://hh.ru
3D Machine Learning Research and Development Engineer,https://hh.ru/vacancy/36734347,,,,,https://hh.ru
"Разработчик C++ (предсказание дорожной ситуации), команда беспилотника",https://hh.ru/vacancy/39012428,,,,,https://hh.ru
Инженер систем мониторинга Zabbix,https://hh.ru/vacancy/36365070,,,,,https://hh.ru
Аналитик данных,https://hh.ru/vacancy/37638698,70000,80000,руб.,месяц,https://hh.ru
Python Backend Developer (Big Data projects),https://hh.ru/vacancy/38981375,,,,,https://hh.ru
DevOps(WebOffice),https://hh.ru/vacancy/37283773,,,,,https://hh.ru
DevOps инженер (ДБО ЮЛ),https://hh.ru/vacancy/37335116,,,,,https://hh.ru
Системный администратор,https://hh.ru/vacancy/38794287,70000,100000,руб.,месяц,https://hh.ru
Ведущий инженер-программист,https://hh.ru/vacancy/38026145,,150000,руб.,месяц,https://hh.ru
Senior Actuary,https://hh.ru/vacancy/39037044,,,,,https://hh.ru
Middle Python разработчик,https://hh.ru/vacancy/38994231,,,,,https://hh.ru
Риск-аналитик,https://hh.ru/vacancy/39036594,,,,,https://hh.ru
Сетевой инженер,https://hh.ru/vacancy/38078230,,177500,руб.,месяц,https://hh.ru
"C++ (Linuх) разработчик на проект ""Умная колонка""",https://hh.ru/vacancy/39021581,,,,,https://hh.ru
ETL-developer,https://hh.ru/vacancy/39036717,,,,,https://hh.ru
Программист-аналитик Управления казначейских операций,https://hh.ru/vacancy/39048111,150000,,руб.,месяц,https://hh.ru
BI-разработчик (Tableau),https://hh.ru/vacancy/39020567,,,,,https://hh.ru
Middle Frontend Developer,https://hh.ru/vacancy/39043439,,,,,https://hh.ru
Full-stack developer,https://hh.ru/vacancy/38773846,,6000,USD,месяц,https://hh.ru
DBA MSSQL,https://hh.ru/vacancy/37511264,,,,,https://hh.ru
Главный системный администратор (*nix систем),https://hh.ru/vacancy/37042776,,,,,https://hh.ru
DevOps-инженер,https://hh.ru/vacancy/38540878,130000,,руб.,месяц,https://hh.ru
QA Automation Engineer (Big Data),https://hh.ru/vacancy/37086901,,,,,https://hh.ru
Старший инженер-разработчик,https://hh.ru/vacancy/38221455,,,,,https://hh.ru
"QA Lead (AgroTech, web/iOS/Android)",https://hh.ru/vacancy/39022424,,,,,https://hh.ru
Эксперт Linux (в Банк),https://hh.ru/vacancy/38933823,160000,,руб.,месяц,https://hh.ru
Стажёр - тестировщик в подразделении QA&RA,https://hh.ru/vacancy/38994669,,,,,https://hh.ru
Risk Models Validator,https://hh.ru/vacancy/39018953,,,,,https://hh.ru
Системный администратор / SRE,https://hh.ru/vacancy/39040864,,140000,руб.,месяц,https://hh.ru
OpenStack архитектор/эксперт,https://hh.ru/vacancy/38935910,,,,,https://hh.ru
